abstract,pub_date,type_of_material,word_count,print_page,headline,section_name,subsection_name
"For renters with expiring leases, the next steps will depend largely on whether the home is rent-stabilized or market-rate.",2020-05-23T09:00:11+0000,News,510,2,Should You Renew Your Lease if You’ve Lost Your Job?,Real Estate,
Detailed results from the Hawaii presidential primary election.,2020-05-23T18:15:39+0000,Interactive Feature,0,,Hawaii Primary Election Results 2020,U.S.,Elections
The past few decades have seen an explosion of international travel. But maybe a summer trapped together within our own borders is just what we need.,2020-05-23T15:00:07+0000,Op-Ed,1286,10,What if We All Vacationed at Home Again?,Opinion,Sunday Review
Andrew Chaikin’s Sunday puzzle shines bright.,2020-05-23T21:40:06+0000,News,1524,,The Mystery of McGuffin Manor,Crosswords & Games,
"With timed tickets and limited entry, each visitor to the Museum of Fine Arts, Houston had a studio apartment’s worth of space to themselves.",2020-05-23T20:36:53+0000,News,970,21,Less Is More as an Art Museum Reopens,Arts,Art & Design
"For renters with expiring leases, the next steps will depend largely on whether the home is rent-stabilized or market-rate.",2020-05-23T09:00:11+0000,News,510,2,Should You Renew Your Lease if You’ve Lost Your Job?,Real Estate,
"Flacco, who was named the Super Bowl’s most valuable player in 2013, has agreed to a one-year deal, according to his agency.",2020-05-23T04:20:59+0000,News,494,,Jets Get Joe Flacco as a Backup for Sam Darnold,Sports,
Detailed results from the Hawaii presidential primary election.,2020-05-23T18:15:39+0000,Interactive Feature,0,,Hawaii Primary Election Results 2020,U.S.,Elections
"Make Momofuku’s bo ssam, or take the Memorial Day holiday to bake an Earl Grey tea cake, peanut butter brownies, or an easy rhubarb trifle.",2020-05-24T14:30:01+0000,News,564,,What to Cook This Week,Food,
Recent residential sales in New York City and the region.,2020-05-24T16:13:28+0000,News,442,,"Homes That Sold for Around $600,000",Real Estate,
"With governments under intense spending pressure to cope with the coronavirus, European ambitions for a more independent defense are facing the chop.",2020-05-23T07:50:56+0000,News,1326,9,European Defense and ‘Strategic Autonomy’ Are Also Coronavirus Victims,World,Europe
The University of California will no longer use SAT and ACT scores in admissions decisions. Critics say the tests put less wealthy students at a disadvantage.,2020-05-23T09:00:15+0000,News,871,22,Why Is the SAT Falling Out of Favor?,U.S.,
"One firefighter was injured in the four-alarm blaze at Fisherman’s Wharf early on Saturday morning, officials said.",2020-05-23T19:35:21+0000,News,569,21,Fire at San Francisco’s Pier 45 Destroys a Quarter of Its Warehouses,U.S.,
"Japan, Sydney’s schools, New Zealand quake: Here’s what you need to know.",2020-05-25T19:13:00+0000,briefing,1364,,Your Tuesday Briefing,Briefing,
Women share their stories of change and self-affirmation.,2020-05-25T16:00:03+0000,Letter,526,22,When ‘Mrs.’ Became an Uncomfortable Fit,Opinion,Letters
A driver in a virtual Formula E race apologized for “outside help” in placing third.,2020-05-25T17:00:06+0000,News,589,,He Placed in a Virtual Race. But His Racing Was Too Virtual.,Sports,
Officials shouldn’t let the coronavirus end a long history of helping people stay cool.,2020-05-25T19:00:13+0000,Op-Ed,1169,,New York City Doesn’t Have to Suffer This Summer,Opinion,
A short-lived mission uncovered by U.N. investigators offers a glimpse into the world of those who have thrived off Libya’s chaos.,2020-05-25T09:00:32+0000,News,1871,15,"By Air and Sea, Mercenaries Landed in Libya. Then the Plan Went South.",World,Middle East
"When the rattling from the magnitude-5.8 quake stopped, New Zealand’s prime minister continued the interview, seeming unruffled.",2020-05-25T03:49:10+0000,News,273,16,New Zealand Earthquake Interrupts Jacinda Ardern’s TV Interview,World,Asia Pacific
"Overcrowded, makeshift prisons and camps and fears of Covid-19 have led to two riots by hardened fighters.",2020-05-25T16:34:17+0000,News,1069,17,ISIS Prisoners Threaten U.S. Mission in Northeastern Syria,World,Middle East
A reader suggests that they hand out disposable gloves to browsing customers. Also: Retaliatory dismissals.,2020-05-25T16:00:06+0000,Letter,384,22,Keeping Bookstores Safe,Opinion,Letters
"As the number of deaths in the ranks of veterans continues to rise, we need to revisit our enduring commitment to their care.",2020-05-24T19:00:06+0000,Op-Ed,1054,25,There Are No Flag-Draped Coffins,Opinion,
"On a somber Memorial Day weekend, the president did not mention the mounting coronavirus toll and instead retweeted personal attacks on his political rivals.",2020-05-24T18:32:39+0000,News,816,18,Trump Promotes Posts From Racist and Sexist Twitter Feed,U.S.,Politics
"The destinations are mostly in secondary markets that have had little demand for flights or could be served by nearby airports, airlines said.",2020-05-23T01:35:17+0000,News,440,10,Airlines Given Tentative OK to Halt Service at Dozens of U.S. Cities,Business Day,
"At the Home Farm nursing home on the Isle of Skye, more than a quarter of its residents died and nearly all were infected with coronavirus. Families are furious.",2020-05-25T15:10:22+0000,News,1559,1,"On a Scottish Isle, Nursing Home Deaths Expose a Covid-19 Scandal",World,Europe
